Collar,Sample,DateTime,Exp_Flux_mmol_co2_m2_s,Date,Time,Seconds_after_midnight,Year
8A,G,2019-06-11T14:45:00Z,12.01,6/11/2019,14:45:00,53100,2019
8A,G,2019-06-11T14:55:00Z,13.29,6/11/2019,14:55:00,53700,2019
8A,G,2019-06-11T15:05:00Z,11.36,6/11/2019,15:05:00,54300,2019
8A,G,2019-06-11T15:15:00Z,10.25,6/11/2019,15:15:00,54900,2019
8A,G,2019-06-11T15:25:00Z,11.5,6/11/2019,15:25:00,55500,2019
8A,G,2019-06-11T15:35:00Z,11.24,6/11/2019,15:35:00,56100,2019
8A,G,2019-06-11T15:45:00Z,11.6,6/11/2019,15:45:00,56700,2019
8A,G,2019-06-11T15:55:00Z,11.68,6/11/2019,15:55:00,57300,2019
8A,G,2019-06-11T16:05:00Z,12.56,6/11/2019,16:05:00,57900,2019
8A,G,2019-06-11T16:15:00Z,11.68,6/11/2019,16:15:00,58500,2019
8A,G,2019-06-11T16:25:00Z,10.23,6/11/2019,16:25:00,59100,2019
8A,G,2019-06-11T16:35:00Z,11.5,6/11/2019,16:35:00,59700,2019
8A,G,2019-06-11T16:45:00Z,11.4,6/11/2019,16:45:00,60300,2019
8A,G,2019-06-11T16:55:00Z,11.27,6/11/2019,16:55:00,60900,2019
8A,G,2019-06-11T17:05:00Z,10.94,6/11/2019,17:05:00,61500,2019
8A,G,2019-06-11T17:15:00Z,12.28,6/11/2019,17:15:00,62100,2019
8A,G,2019-06-11T17:25:00Z,11.04,6/11/2019,17:25:00,62700,2019
8A,G,2019-06-11T17:35:00Z,12,6/11/2019,17:35:00,63300,2019
8A,G,2019-06-11T17:45:00Z,11.49,6/11/2019,17:45:00,63900,2019
8A,G,2019-06-11T17:55:00Z,11.26,6/11/2019,17:55:00,64500,2019
8A,G,2019-06-11T18:05:00Z,11.49,6/11/2019,18:05:00,65100,2019
8A,G,2019-06-11T18:15:00Z,10.77,6/11/2019,18:15:00,65700,2019
8A,G,2019-06-11T18:25:00Z,11.34,6/11/2019,18:25:00,66300,2019
8A,G,2019-06-11T18:35:00Z,11.63,6/11/2019,18:35:00,66900,2019
8A,G,2019-06-11T18:45:00Z,11.9,6/11/2019,18:45:00,67500,2019
8A,G,2019-06-11T18:55:00Z,12.33,6/11/2019,18:55:00,68100,2019
8A,G,2019-06-11T19:05:00Z,11.43,6/11/2019,19:05:00,68700,2019
8A,G,2019-06-11T19:15:00Z,11.57,6/11/2019,19:15:00,69300,2019
8A,G,2019-06-11T19:25:00Z,11.54,6/11/2019,19:25:00,69900,2019
8A,G,2019-06-11T19:35:00Z,11.47,6/11/2019,19:35:00,70500,2019
8A,G,2019-06-11T19:45:00Z,11.23,6/11/2019,19:45:00,71100,2019
8A,G,2019-06-11T19:55:00Z,11.74,6/11/2019,19:55:00,71700,2019
8A,G,2019-06-11T20:05:00Z,11.21,6/11/2019,20:05:00,72300,2019
8A,G,2019-06-11T20:15:00Z,10.98,6/11/2019,20:15:00,72900,2019
8A,G,2019-06-11T20:25:00Z,10.67,6/11/2019,20:25:00,73500,2019
8A,G,2019-06-11T20:35:00Z,11.49,6/11/2019,20:35:00,74100,2019
8A,G,2019-06-11T20:45:00Z,10.76,6/11/2019,20:45:00,74700,2019
8A,G,2019-06-11T20:55:00Z,11.11,6/11/2019,20:55:00,75300,2019
8A,G,2019-06-11T21:05:00Z,11.42,6/11/2019,21:05:00,75900,2019
8A,G,2019-06-11T21:15:00Z,9.46,6/11/2019,21:15:00,76500,2019
8A,G,2019-06-11T21:25:00Z,10.3,6/11/2019,21:25:00,77100,2019
8A,G,2019-06-11T21:35:00Z,10.55,6/11/2019,21:35:00,77700,2019
8A,G,2019-06-11T21:45:00Z,10.6,6/11/2019,21:45:00,78300,2019
8A,G,2019-06-11T21:55:00Z,10.93,6/11/2019,21:55:00,78900,2019
8A,G,2019-06-11T22:05:00Z,10.9,6/11/2019,22:05:00,79500,2019
8A,G,2019-06-11T22:15:00Z,10.69,6/11/2019,22:15:00,80100,2019
8A,G,2019-06-11T22:25:00Z,9.99,6/11/2019,22:25:00,80700,2019
8A,G,2019-06-11T22:35:00Z,10.73,6/11/2019,22:35:00,81300,2019
8A,G,2019-06-11T22:45:00Z,10.25,6/11/2019,22:45:00,81900,2019
8A,G,2019-06-11T22:55:00Z,10.7,6/11/2019,22:55:00,82500,2019
8A,G,2019-06-11T23:05:00Z,9.97,6/11/2019,23:05:00,83100,2019
8A,G,2019-06-11T23:15:00Z,10.27,6/11/2019,23:15:00,83700,2019
8A,G,2019-06-11T23:25:00Z,10.22,6/11/2019,23:25:00,84300,2019
8A,G,2019-06-11T23:35:00Z,9.62,6/11/2019,23:35:00,84900,2019
8A,G,2019-06-11T23:45:00Z,10.08,6/11/2019,23:45:00,85500,2019
8A,G,2019-06-11T23:55:00Z,9.8,6/11/2019,23:55:00,86100,2019
8A,G,2019-06-12T00:05:00Z,9.12,6/12/2019,0:05:00,300,2019
8A,G,2019-06-12T00:15:00Z,9.67,6/12/2019,0:15:00,900,2019
8A,G,2019-06-12T00:25:00Z,9.18,6/12/2019,0:25:00,1500,2019
8A,G,2019-06-12T00:35:00Z,9.19,6/12/2019,0:35:00,2100,2019
8A,G,2019-06-12T00:45:00Z,8.74,6/12/2019,0:45:00,2700,2019
8A,G,2019-06-12T00:55:00Z,8.77,6/12/2019,0:55:00,3300,2019
8A,G,2019-06-12T01:05:00Z,8.74,6/12/2019,1:05:00,3900,2019
8A,G,2019-06-12T01:15:00Z,8.6,6/12/2019,1:15:00,4500,2019
8A,G,2019-06-12T01:25:00Z,7.91,6/12/2019,1:25:00,5100,2019
8A,G,2019-06-12T01:35:00Z,8.43,6/12/2019,1:35:00,5700,2019
8A,G,2019-06-12T01:45:00Z,8.19,6/12/2019,1:45:00,6300,2019
8A,G,2019-06-12T01:55:00Z,7.47,6/12/2019,1:55:00,6900,2019
8A,G,2019-06-12T02:05:00Z,7.63,6/12/2019,2:05:00,7500,2019
8A,G,2019-06-12T02:15:00Z,8.11,6/12/2019,2:15:00,8100,2019
8A,G,2019-06-12T02:25:00Z,7.68,6/12/2019,2:25:00,8700,2019
8A,G,2019-06-12T02:35:00Z,7.77,6/12/2019,2:35:00,9300,2019
8A,G,2019-06-12T02:45:00Z,7.75,6/12/2019,2:45:00,9900,2019
8A,G,2019-06-12T02:55:00Z,8.03,6/12/2019,2:55:00,10500,2019
8A,G,2019-06-12T03:05:00Z,7.63,6/12/2019,3:05:00,11100,2019
8A,G,2019-06-12T03:15:00Z,7.98,6/12/2019,3:15:00,11700,2019
8A,G,2019-06-12T03:25:00Z,7.51,6/12/2019,3:25:00,12300,2019
8A,G,2019-06-12T03:35:00Z,7.2,6/12/2019,3:35:00,12900,2019
8A,G,2019-06-12T03:45:00Z,7.37,6/12/2019,3:45:00,13500,2019
8A,G,2019-06-12T03:55:00Z,7.64,6/12/2019,3:55:00,14100,2019
8A,G,2019-06-12T04:05:00Z,7.43,6/12/2019,4:05:00,14700,2019
8A,G,2019-06-12T04:15:00Z,7.25,6/12/2019,4:15:00,15300,2019
8A,G,2019-06-12T04:25:00Z,8.05,6/12/2019,4:25:00,15900,2019
8A,G,2019-06-12T04:35:00Z,7.88,6/12/2019,4:35:00,16500,2019
8A,G,2019-06-12T04:45:00Z,7.42,6/12/2019,4:45:00,17100,2019
8A,G,2019-06-12T04:55:00Z,8.07,6/12/2019,4:55:00,17700,2019
8A,G,2019-06-12T05:05:00Z,7.78,6/12/2019,5:05:00,18300,2019
8A,G,2019-06-12T05:15:00Z,8.45,6/12/2019,5:15:00,18900,2019
8A,G,2019-06-12T05:25:00Z,7.12,6/12/2019,5:25:00,19500,2019
8A,G,2019-06-12T05:35:00Z,7.13,6/12/2019,5:35:00,20100,2019
8A,G,2019-06-12T05:45:00Z,7.66,6/12/2019,5:45:00,20700,2019
8A,G,2019-06-12T05:55:00Z,8.18,6/12/2019,5:55:00,21300,2019
8A,G,2019-06-12T06:05:00Z,7.63,6/12/2019,6:05:00,21900,2019
8A,G,2019-06-12T06:15:00Z,6.97,6/12/2019,6:15:00,22500,2019
8A,G,2019-06-12T06:25:00Z,7.5,6/12/2019,6:25:00,23100,2019
8A,G,2019-06-12T06:35:00Z,7.43,6/12/2019,6:35:00,23700,2019
8A,G,2019-06-12T06:45:00Z,7.74,6/12/2019,6:45:00,24300,2019
8A,G,2019-06-12T06:55:00Z,7.88,6/12/2019,6:55:00,24900,2019
8A,G,2019-06-12T07:05:00Z,6.79,6/12/2019,7:05:00,25500,2019
8A,G,2019-06-12T07:15:00Z,7.22,6/12/2019,7:15:00,26100,2019
8A,G,2019-06-12T07:25:00Z,7.94,6/12/2019,7:25:00,26700,2019
8A,G,2019-06-12T07:35:00Z,7.67,6/12/2019,7:35:00,27300,2019
8A,G,2019-06-12T07:45:00Z,7.02,6/12/2019,7:45:00,27900,2019
8A,G,2019-06-12T07:55:00Z,7.14,6/12/2019,7:55:00,28500,2019
8A,G,2019-06-12T08:05:00Z,7.34,6/12/2019,8:05:00,29100,2019
8A,G,2019-06-12T08:15:00Z,7.51,6/12/2019,8:15:00,29700,2019
8A,G,2019-06-12T08:25:00Z,7.52,6/12/2019,8:25:00,30300,2019
8A,G,2019-06-12T08:35:00Z,7.48,6/12/2019,8:35:00,30900,2019
8A,G,2019-06-12T08:45:00Z,7.98,6/12/2019,8:45:00,31500,2019
8A,G,2019-06-12T08:55:00Z,8.19,6/12/2019,8:55:00,32100,2019
8A,G,2019-06-12T09:05:00Z,8.19,6/12/2019,9:05:00,32700,2019
8A,G,2019-06-12T09:15:00Z,9.31,6/12/2019,9:15:00,33300,2019
8A,G,2019-06-12T09:25:00Z,8.4,6/12/2019,9:25:00,33900,2019
8A,G,2019-06-12T09:35:00Z,10.32,6/12/2019,9:35:00,34500,2019
8A,G,2019-06-12T09:45:00Z,9.89,6/12/2019,9:45:00,35100,2019
8A,G,2019-06-12T09:55:00Z,9.41,6/12/2019,9:55:00,35700,2019
8A,G,2019-06-12T10:05:00Z,9.99,6/12/2019,10:05:00,36300,2019
8A,G,2019-06-12T10:15:00Z,8.93,6/12/2019,10:15:00,36900,2019
8A,G,2019-06-12T10:25:00Z,11.25,6/12/2019,10:25:00,37500,2019
8A,G,2019-06-12T10:35:00Z,10.96,6/12/2019,10:35:00,38100,2019
8A,G,2019-06-12T10:45:00Z,11.31,6/12/2019,10:45:00,38700,2019
8A,G,2019-06-12T10:55:00Z,11.4,6/12/2019,10:55:00,39300,2019
8A,G,2019-06-12T11:05:00Z,10.2,6/12/2019,11:05:00,39900,2019
8A,G,2019-06-12T11:15:00Z,11.48,6/12/2019,11:15:00,40500,2019
8A,G,2019-06-12T11:25:00Z,11.39,6/12/2019,11:25:00,41100,2019
8A,G,2019-06-12T11:35:00Z,10.6,6/12/2019,11:35:00,41700,2019
8A,G,2019-06-12T11:45:00Z,10.84,6/12/2019,11:45:00,42300,2019
8A,G,2019-06-12T11:55:00Z,9.89,6/12/2019,11:55:00,42900,2019
8A,G,2019-06-12T12:05:00Z,9.89,6/12/2019,12:05:00,43500,2019
8A,G,2019-06-12T12:15:00Z,11.4,6/12/2019,12:15:00,44100,2019
8A,G,2019-06-12T12:25:00Z,11.62,6/12/2019,12:25:00,44700,2019
8A,G,2019-06-12T12:35:00Z,11.99,6/12/2019,12:35:00,45300,2019
8A,G,2019-06-12T12:45:00Z,11.49,6/12/2019,12:45:00,45900,2019
8A,G,2019-06-12T12:55:00Z,12.49,6/12/2019,12:55:00,46500,2019
8A,G,2019-06-12T13:05:00Z,12.37,6/12/2019,13:05:00,47100,2019
8A,G,2019-06-12T13:15:00Z,12.05,6/12/2019,13:15:00,47700,2019
8A,G,2019-06-12T13:25:00Z,12.49,6/12/2019,13:25:00,48300,2019
8A,G,2019-06-12T13:35:00Z,11.39,6/12/2019,13:35:00,48900,2019
8A,G,2019-06-12T13:45:00Z,11.55,6/12/2019,13:45:00,49500,2019
8A,G,2019-06-12T13:55:00Z,11.98,6/12/2019,13:55:00,50100,2019
8A,G,2019-06-12T14:05:00Z,10.89,6/12/2019,14:05:00,50700,2019
8A,G,2019-06-12T14:15:00Z,10.71,6/12/2019,14:15:00,51300,2019
8A,G,2019-06-12T14:25:00Z,12.23,6/12/2019,14:25:00,51900,2019
8A,G,2019-06-12T14:35:00Z,12.96,6/12/2019,14:35:00,52500,2019
8A,G,2019-06-12T14:45:00Z,12.52,6/12/2019,14:45:00,53100,2019
8A,G,2019-06-12T14:55:00Z,10.03,6/12/2019,14:55:00,53700,2019
8A,G,2019-06-12T15:05:00Z,9.89,6/12/2019,15:05:00,54300,2019
8A,G,2019-06-12T15:15:00Z,8.42,6/12/2019,15:15:00,54900,2019
8A,G,2019-06-12T15:25:00Z,8.95,6/12/2019,15:25:00,55500,2019
8A,G,2019-06-12T15:35:00Z,9.38,6/12/2019,15:35:00,56100,2019
8A,G,2019-06-12T15:45:00Z,10.29,6/12/2019,15:45:00,56700,2019
8A,G,2019-06-12T15:55:00Z,12.66,6/12/2019,15:55:00,57300,2019
8A,G,2019-06-12T16:05:00Z,10.48,6/12/2019,16:05:00,57900,2019
8A,G,2019-06-12T16:15:00Z,10.24,6/12/2019,16:15:00,58500,2019
8A,G,2019-06-12T16:25:00Z,11.41,6/12/2019,16:25:00,59100,2019
8A,G,2019-06-12T16:35:00Z,11.32,6/12/2019,16:35:00,59700,2019
8A,G,2019-06-12T16:45:00Z,10.53,6/12/2019,16:45:00,60300,2019
8A,G,2019-06-12T16:55:00Z,10.8,6/12/2019,16:55:00,60900,2019
8A,G,2019-06-12T17:05:00Z,11.52,6/12/2019,17:05:00,61500,2019
8A,G,2019-06-12T17:15:00Z,11.41,6/12/2019,17:15:00,62100,2019
8A,G,2019-06-12T17:25:00Z,10.79,6/12/2019,17:25:00,62700,2019
8A,G,2019-06-12T17:35:00Z,10.88,6/12/2019,17:35:00,63300,2019
8A,G,2019-06-12T17:45:00Z,11.06,6/12/2019,17:45:00,63900,2019
8A,G,2019-06-12T17:55:00Z,11.62,6/12/2019,17:55:00,64500,2019
8A,G,2019-06-12T18:05:00Z,11.48,6/12/2019,18:05:00,65100,2019
8A,G,2019-06-12T18:15:00Z,10.42,6/12/2019,18:15:00,65700,2019
8A,G,2019-06-12T18:25:00Z,11.23,6/12/2019,18:25:00,66300,2019
8A,G,2019-06-12T18:35:00Z,11.29,6/12/2019,18:35:00,66900,2019
8A,G,2019-06-12T18:45:00Z,11.69,6/12/2019,18:45:00,67500,2019
8A,G,2019-06-12T18:55:00Z,12.22,6/12/2019,18:55:00,68100,2019
8A,G,2019-06-12T19:05:00Z,11.72,6/12/2019,19:05:00,68700,2019
8A,G,2019-06-12T19:15:00Z,12,6/12/2019,19:15:00,69300,2019
8A,G,2019-06-12T19:25:00Z,11.49,6/12/2019,19:25:00,69900,2019
8A,G,2019-06-12T19:35:00Z,11.86,6/12/2019,19:35:00,70500,2019
8A,G,2019-06-12T19:45:00Z,10.68,6/12/2019,19:45:00,71100,2019
8A,G,2019-06-12T19:55:00Z,11.18,6/12/2019,19:55:00,71700,2019
8A,G,2019-06-12T20:05:00Z,10.69,6/12/2019,20:05:00,72300,2019
8A,G,2019-06-12T20:15:00Z,11.26,6/12/2019,20:15:00,72900,2019
8A,G,2019-06-12T20:25:00Z,11.19,6/12/2019,20:25:00,73500,2019
8A,G,2019-06-12T20:35:00Z,9.79,6/12/2019,20:35:00,74100,2019
8A,G,2019-06-12T20:45:00Z,10.42,6/12/2019,20:45:00,74700,2019
8A,G,2019-06-12T20:55:00Z,10.65,6/12/2019,20:55:00,75300,2019
8A,G,2019-06-12T21:05:00Z,11.94,6/12/2019,21:05:00,75900,2019
8A,G,2019-06-12T21:15:00Z,10.77,6/12/2019,21:15:00,76500,2019
8A,G,2019-06-12T21:25:00Z,12.45,6/12/2019,21:25:00,77100,2019
8A,G,2019-06-12T21:35:00Z,12.14,6/12/2019,21:35:00,77700,2019
8A,G,2019-06-12T21:45:00Z,10.77,6/12/2019,21:45:00,78300,2019
8A,G,2019-06-12T21:55:00Z,10.56,6/12/2019,21:55:00,78900,2019
8A,G,2019-06-12T22:05:00Z,10.94,6/12/2019,22:05:00,79500,2019
8A,G,2019-06-12T22:15:00Z,11.02,6/12/2019,22:15:00,80100,2019
8A,G,2019-06-12T22:25:00Z,10.66,6/12/2019,22:25:00,80700,2019
8A,G,2019-06-12T22:35:00Z,11.05,6/12/2019,22:35:00,81300,2019
8A,G,2019-06-12T22:45:00Z,11.07,6/12/2019,22:45:00,81900,2019
8A,G,2019-06-12T22:55:00Z,10.69,6/12/2019,22:55:00,82500,2019
8A,G,2019-06-12T23:05:00Z,13.08,6/12/2019,23:05:00,83100,2019
8A,G,2019-06-12T23:15:00Z,12.36,6/12/2019,23:15:00,83700,2019
8A,G,2019-06-12T23:25:00Z,15.18,6/12/2019,23:25:00,84300,2019
8A,G,2019-06-12T23:35:00Z,12.17,6/12/2019,23:35:00,84900,2019
8A,G,2019-06-12T23:45:00Z,12.26,6/12/2019,23:45:00,85500,2019
8A,G,2019-06-12T23:55:00Z,11.44,6/12/2019,23:55:00,86100,2019
8A,G,2019-06-13T00:05:00Z,11.47,6/13/2019,0:05:00,300,2019
8A,G,2019-06-13T00:15:00Z,11.44,6/13/2019,0:15:00,900,2019
8A,G,2019-06-13T00:25:00Z,11.03,6/13/2019,0:25:00,1500,2019
8A,G,2019-06-13T00:35:00Z,10.69,6/13/2019,0:35:00,2100,2019
8A,G,2019-06-13T00:45:00Z,10.5,6/13/2019,0:45:00,2700,2019
8A,G,2019-06-13T00:55:00Z,9.95,6/13/2019,0:55:00,3300,2019
8A,G,2019-06-13T01:05:00Z,9.47,6/13/2019,1:05:00,3900,2019
8A,G,2019-06-13T01:15:00Z,9.19,6/13/2019,1:15:00,4500,2019
8A,G,2019-06-13T01:25:00Z,9.6,6/13/2019,1:25:00,5100,2019
8A,G,2019-06-13T01:35:00Z,9.48,6/13/2019,1:35:00,5700,2019
8A,G,2019-06-13T01:45:00Z,9.71,6/13/2019,1:45:00,6300,2019
8A,G,2019-06-13T01:55:00Z,9.43,6/13/2019,1:55:00,6900,2019
8A,G,2019-06-13T02:05:00Z,8.47,6/13/2019,2:05:00,7500,2019
8A,G,2019-06-13T02:15:00Z,9.19,6/13/2019,2:15:00,8100,2019
8A,G,2019-06-13T02:25:00Z,8.13,6/13/2019,2:25:00,8700,2019
8A,G,2019-06-13T02:35:00Z,8.35,6/13/2019,2:35:00,9300,2019
8A,G,2019-06-13T02:45:00Z,9.27,6/13/2019,2:45:00,9900,2019
8A,G,2019-06-13T02:55:00Z,8.42,6/13/2019,2:55:00,10500,2019
8A,G,2019-06-13T03:05:00Z,8.46,6/13/2019,3:05:00,11100,2019
8A,G,2019-06-13T03:15:00Z,8.58,6/13/2019,3:15:00,11700,2019
8A,G,2019-06-13T03:25:00Z,7.69,6/13/2019,3:25:00,12300,2019
8A,G,2019-06-13T03:35:00Z,7.63,6/13/2019,3:35:00,12900,2019
8A,G,2019-06-13T03:45:00Z,8.55,6/13/2019,3:45:00,13500,2019
8A,G,2019-06-13T03:55:00Z,8.24,6/13/2019,3:55:00,14100,2019
8A,G,2019-06-13T04:05:00Z,8.29,6/13/2019,4:05:00,14700,2019
8A,G,2019-06-13T04:15:00Z,8.75,6/13/2019,4:15:00,15300,2019
8A,G,2019-06-13T04:25:00Z,7.95,6/13/2019,4:25:00,15900,2019
8A,G,2019-06-13T04:35:00Z,7.7,6/13/2019,4:35:00,16500,2019
8A,G,2019-06-13T04:45:00Z,7.67,6/13/2019,4:45:00,17100,2019
8A,G,2019-06-13T04:55:00Z,7.54,6/13/2019,4:55:00,17700,2019
8A,G,2019-06-13T05:05:00Z,8.1,6/13/2019,5:05:00,18300,2019
8A,G,2019-06-13T05:15:00Z,8.02,6/13/2019,5:15:00,18900,2019
8A,G,2019-06-13T05:25:00Z,7.34,6/13/2019,5:25:00,19500,2019
8A,G,2019-06-13T05:35:00Z,8.06,6/13/2019,5:35:00,20100,2019
8A,G,2019-06-13T05:45:00Z,8.21,6/13/2019,5:45:00,20700,2019
8A,G,2019-06-13T05:55:00Z,7.69,6/13/2019,5:55:00,21300,2019
8A,G,2019-06-13T06:05:00Z,7.7,6/13/2019,6:05:00,21900,2019
8A,G,2019-06-13T06:15:00Z,7.45,6/13/2019,6:15:00,22500,2019
8A,G,2019-06-13T06:25:00Z,7.7,6/13/2019,6:25:00,23100,2019
8A,G,2019-06-13T06:35:00Z,7.29,6/13/2019,6:35:00,23700,2019
8A,G,2019-06-13T06:45:00Z,7.38,6/13/2019,6:45:00,24300,2019
8A,G,2019-06-13T06:55:00Z,7.89,6/13/2019,6:55:00,24900,2019
8A,G,2019-06-13T07:05:00Z,7.22,6/13/2019,7:05:00,25500,2019
8A,G,2019-06-13T07:15:00Z,8.04,6/13/2019,7:15:00,26100,2019
8A,G,2019-06-13T07:25:00Z,7.33,6/13/2019,7:25:00,26700,2019
8A,G,2019-06-13T07:35:00Z,7.53,6/13/2019,7:35:00,27300,2019
8A,G,2019-06-13T07:45:00Z,7.57,6/13/2019,7:45:00,27900,2019
8A,G,2019-06-13T07:55:00Z,7.42,6/13/2019,7:55:00,28500,2019
8A,G,2019-06-13T08:05:00Z,7.83,6/13/2019,8:05:00,29100,2019
8A,G,2019-06-13T08:15:00Z,7.38,6/13/2019,8:15:00,29700,2019
8A,G,2019-06-13T08:25:00Z,7.27,6/13/2019,8:25:00,30300,2019
8A,G,2019-06-13T08:35:00Z,8.43,6/13/2019,8:35:00,30900,2019
8A,G,2019-06-13T08:45:00Z,8.09,6/13/2019,8:45:00,31500,2019
8A,G,2019-06-13T08:55:00Z,8.75,6/13/2019,8:55:00,32100,2019
8A,G,2019-06-13T09:05:00Z,8.73,6/13/2019,9:05:00,32700,2019
8A,G,2019-06-13T09:15:00Z,8.81,6/13/2019,9:15:00,33300,2019
8A,G,2019-06-13T09:25:00Z,8.45,6/13/2019,9:25:00,33900,2019
8A,G,2019-06-13T09:35:00Z,9.81,6/13/2019,9:35:00,34500,2019
8A,G,2019-06-13T09:45:00Z,9.37,6/13/2019,9:45:00,35100,2019
8A,G,2019-06-13T09:55:00Z,10.88,6/13/2019,9:55:00,35700,2019
8A,G,2019-06-13T10:05:00Z,10.16,6/13/2019,10:05:00,36300,2019
8A,G,2019-06-13T10:15:00Z,10.69,6/13/2019,10:15:00,36900,2019
8A,G,2019-06-13T10:25:00Z,11.5,6/13/2019,10:25:00,37500,2019
8A,G,2019-06-13T10:35:00Z,11.17,6/13/2019,10:35:00,38100,2019
8A,G,2019-06-13T10:45:00Z,10.92,6/13/2019,10:45:00,38700,2019
8A,G,2019-06-13T10:55:00Z,11.73,6/13/2019,10:55:00,39300,2019
8A,G,2019-06-13T11:05:00Z,10.88,6/13/2019,11:05:00,39900,2019
8A,G,2019-06-13T11:15:00Z,11.62,6/13/2019,11:15:00,40500,2019
8A,G,2019-06-13T11:25:00Z,11.02,6/13/2019,11:25:00,41100,2019
8A,G,2019-06-13T11:35:00Z,11.49,6/13/2019,11:35:00,41700,2019
8A,G,2019-06-13T11:45:00Z,10.45,6/13/2019,11:45:00,42300,2019
8A,G,2019-06-13T11:55:00Z,10.21,6/13/2019,11:55:00,42900,2019
8A,G,2019-06-13T12:05:00Z,9.63,6/13/2019,12:05:00,43500,2019
8A,G,2019-06-13T12:15:00Z,10.56,6/13/2019,12:15:00,44100,2019
8A,G,2019-06-13T12:25:00Z,10.77,6/13/2019,12:25:00,44700,2019
8A,G,2019-06-13T12:35:00Z,9.25,6/13/2019,12:35:00,45300,2019
8A,G,2019-06-13T12:45:00Z,10.68,6/13/2019,12:45:00,45900,2019
8A,G,2019-06-13T12:55:00Z,10.39,6/13/2019,12:55:00,46500,2019
8A,G,2019-06-13T13:05:00Z,10.34,6/13/2019,13:05:00,47100,2019
8A,G,2019-06-13T13:15:00Z,11.52,6/13/2019,13:15:00,47700,2019
8A,G,2019-06-13T13:25:00Z,10.5,6/13/2019,13:25:00,48300,2019
8A,G,2019-06-13T13:35:00Z,12.24,6/13/2019,13:35:00,48900,2019
8A,G,2019-06-13T13:45:00Z,10.3,6/13/2019,13:45:00,49500,2019
8A,G,2019-06-13T13:55:00Z,10.03,6/13/2019,13:55:00,50100,2019
8A,G,2019-06-13T14:05:00Z,11.37,6/13/2019,14:05:00,50700,2019
8A,G,2019-06-13T14:15:00Z,9.93,6/13/2019,14:15:00,51300,2019
8A,G,2019-06-13T14:25:00Z,10.3,6/13/2019,14:25:00,51900,2019
8A,G,2019-06-13T14:35:00Z,11.79,6/13/2019,14:35:00,52500,2019
8A,G,2019-06-13T14:45:00Z,10.12,6/13/2019,14:45:00,53100,2019
8A,G,2019-06-13T14:55:00Z,11.2,6/13/2019,14:55:00,53700,2019
8A,G,2019-06-13T15:05:00Z,9.12,6/13/2019,15:05:00,54300,2019
8A,G,2019-06-13T15:15:00Z,8.21,6/13/2019,15:15:00,54900,2019
8A,G,2019-06-13T15:25:00Z,7.92,6/13/2019,15:25:00,55500,2019
8A,G,2019-06-13T15:35:00Z,6.9,6/13/2019,15:35:00,56100,2019
8A,G,2019-06-13T15:45:00Z,8.55,6/13/2019,15:45:00,56700,2019
8A,G,2019-06-13T15:55:00Z,9.54,6/13/2019,15:55:00,57300,2019
8A,G,2019-06-13T16:05:00Z,9.58,6/13/2019,16:05:00,57900,2019
8A,G,2019-06-13T16:15:00Z,10.39,6/13/2019,16:15:00,58500,2019
8A,G,2019-06-13T16:25:00Z,9.18,6/13/2019,16:25:00,59100,2019
8A,G,2019-06-13T16:35:00Z,9.82,6/13/2019,16:35:00,59700,2019
8A,G,2019-06-13T16:45:00Z,9.84,6/13/2019,16:45:00,60300,2019
8A,G,2019-06-13T16:55:00Z,9.59,6/13/2019,16:55:00,60900,2019
8A,G,2019-06-13T17:05:00Z,10.09,6/13/2019,17:05:00,61500,2019
8A,G,2019-06-13T17:15:00Z,10.88,6/13/2019,17:15:00,62100,2019
8A,G,2019-06-13T17:25:00Z,11.29,6/13/2019,17:25:00,62700,2019
8A,G,2019-06-13T17:35:00Z,11.45,6/13/2019,17:35:00,63300,2019
8A,G,2019-06-13T17:45:00Z,11.37,6/13/2019,17:45:00,63900,2019
8A,G,2019-06-13T17:55:00Z,11.13,6/13/2019,17:55:00,64500,2019
8A,G,2019-06-13T18:05:00Z,11.9,6/13/2019,18:05:00,65100,2019
8A,G,2019-06-13T18:15:00Z,12.08,6/13/2019,18:15:00,65700,2019
8A,G,2019-06-13T18:25:00Z,11.25,6/13/2019,18:25:00,66300,2019
8A,G,2019-06-13T18:35:00Z,11.08,6/13/2019,18:35:00,66900,2019
8A,G,2019-06-13T18:45:00Z,10.98,6/13/2019,18:45:00,67500,2019
8A,G,2019-06-13T18:55:00Z,9.87,6/13/2019,18:55:00,68100,2019
8A,G,2019-06-13T19:05:00Z,11.14,6/13/2019,19:05:00,68700,2019
8A,G,2019-06-13T19:15:00Z,10.92,6/13/2019,19:15:00,69300,2019
8A,G,2019-06-13T19:25:00Z,11.8,6/13/2019,19:25:00,69900,2019
8A,G,2019-06-13T19:35:00Z,11.32,6/13/2019,19:35:00,70500,2019
8A,G,2019-06-13T19:45:00Z,11.18,6/13/2019,19:45:00,71100,2019
8A,G,2019-06-13T19:55:00Z,11.04,6/13/2019,19:55:00,71700,2019
8A,G,2019-06-13T20:05:00Z,11.07,6/13/2019,20:05:00,72300,2019
8A,G,2019-06-13T20:15:00Z,11.17,6/13/2019,20:15:00,72900,2019
8A,G,2019-06-13T20:25:00Z,10.97,6/13/2019,20:25:00,73500,2019
8A,G,2019-06-13T20:35:00Z,9.79,6/13/2019,20:35:00,74100,2019
